"접종일","접종대상자","당일 1차접종자 수","1차접종 누계","1차접종률(%)","당일 2차접종자 수","2차접종 누계","2차접종률(%)","당일 3차접종자 수","3차접종 누계","3차접종률(%)","3차접종대상자","당일 4차접종자 수","4차접종 누계","4차접종률(%)"
"2021.10.31","9505868","590","7691201","80.9","3541","7264156","76.4","35","15305","0.2","","","",""
"2021.10.30","9505868","6786","7690845","80.9","62186","7260745","76.4","607","15271","0.2","","","",""
"2021.10.29","9505868","10066","7684177","80.8","119127","7197005","75.7","1561","14661","0.2","","","",""
"2021.10.28","9505868","9889","7673374","80.7","118168","7075798","74.4","1313","13037","","","","",""
"2021.10.27","9505868","12513","7662842","80.6","45454","6956701","73.2","1933","11665","","","","",""
"2021.10.26","9505868","8093","7649640","80.5","51562","6910102","72.7","1799","9629","","","","",""
"2021.10.25","9505868","14534","7641054","80.4","81910","6857140","72.1","1520","7822","","","","",""
"2021.10.24","9505868","615","7625652","80.2","3029","6774072","71.3","1","6292","","","","",""
"2021.10.23","9505868","9514","7625324","80.2","64412","6771114","71.2","51","6292","","","","",""
"2021.10.22","9505868","11081","7615645","80.1","120508","6704753","70.5","1552","6234","","","","",""
"2021.10.21","9505868","8935","7604057","80.0","90087","6583050","69.3","1346","4434","","","","",""
"2021.10.20","9505868","10388","7594490","79.9","66373","6491721","68.3","829","3083","","","","",""
"2021.10.19","9505868","7074","7583569","79.8","93332","6423946","67.6","580","2218","","","","",""
"2021.10.18","9505868","12809","7576118","79.7","133852","6329932","66.6","612","1625","","","","",""
"2021.10.17","9505868","395","7562468","79.6","3619","6194826","65.2","0","953","","","","",""
"2021.10.16","9505868","10673","7562283","79.6","66910","6191341","65.1","10","953","","","","",""
"2021.10.15","9505868","14556","7551829","79.4","133580","6124432","64.4","319","929","","","","",""
"2021.10.14","9505868","9609","7536654","79.3","94569","5989111","63.0","159","488","","","","",""
"2021.10.13","9505868","9804","7526430","79.2","77503","5893191","62.0","202","280","","","","",""
"2021.10.12","9505868","17274","7516070","79.1","110204","5814018","61.2","","","","","","",""
"2021.10.11","9505868","16395","7497044","78.9","28099","5701291","60.0","","","","","","",""
"2021.10.10","9505868","330","7480597","78.7","3236","5673019","59.6","","","","","","",""
"2021.10.09","9505868","1373","7480266","78.7","15337","5669744","59.6","","","","","","",""
"2021.10.08","9505868","6847","7479069","78.6","200186","5654619","59.4","","","","","","",""
"2021.10.07","9505868","5982","7471415","78.6","138375","5353493","57.4","","","","","","",""
"2021.10.06","9505868","6247","7464613","78.5","95261","5314014","55.9","","","","","","",""
"2021.10.05","9505868","7737","7458216","78.5","146444","5218486","54.9","","","","","","",""
"2021.10.04","9505868","4727","7450028","78.4","41561","5071302","53.3","","","","","","",""
"2021.10.03","9505868","637","7445243","78.3","6422","5029684","52.9","","","","","","",""
"2021.10.02","9505868","21915","7444944","78.3","80525","5023350","52.8","","","","","","",""
"2021.10.01","9505868","41307","7423508","78.1","156636","4942880","52.0","","","","","","",""
"2021.09.30","9505868","67946","7382559","77.7","104742","4786032","50.3","","","","","","",""
"2021.09.29","9505868","40336","7314953","77.0","105746","4681112","49.2","","","","","","",""
"2021.09.28","9505868","47035","7274915","76.5","132787","4575154","48.1","","","","","","",""
"2021.09.27","9505868","78584","7228337","76.0","139274","4442337","46.7","","","","","","",""
"2021.09.26","9505868","4382","7149465","75.2","5363","4302483","45.3","","","","","","",""
"2021.09.25","9505868","58203","7145818","75.2","46721","4297136","45.2","","","","","","",""
"2021.09.24","9505868","111184","7087986","74.6","84966","4250234","44.7","","","","","","",""
"2021.09.23","9505868","107196","6976646","73.4","80540","4164701","43.8","","","","","","",""
"2021.09.22","9575355","5543","6869476","71.7","4188","4083668","42.6","","","","","","",""
"2021.09.21","9575355","1751","6864518","71.7","1378","4079491","42.6","","","","","","",""
"2021.09.20","9575355","4388","6861616","71.7","2230","4076910","42.6","","","","","","",""
"2021.09.19","9575355","3742","6857961","71.6","5585","4074327","42.6","","","","","","",""
"2021.09.18","9575355","71862","6829542","71.3","39944","4074223","42.5","","","","","","",""
"2021.09.17","9575355","123931","6757122","70.6","81868","4034022","42.1","","","","","","",""
"2021.09.16","9575355","88625","6632640","69.3","51260","3951930","41.3","","","","","","",""
"2021.09.15","9575355","75242","6541079","68.3","68849","3898145","40.7","","","","","","",""
"2021.09.14","9575355","121040","6461888","67.4","35198","3825878","39.9","","","","","","",""
"2021.09.13","9575355","169036","6340285","64.4","68468","3790493","38.9","","","","","","",""
"2021.09.12","9575355","3546","6171056","64.4","4917","3721786","38.9","","","","","","",""
"2021.09.11","9575355","60926","6167426","64.4","40766","3716811","38.8","","","","","","",""
"2021.09.10","9575355","123400","6105756","63.8","72243","3675621","38.4","","","","","","",""
"2021.09.09","9575355","91416","5981858","62.5","50641","3603102","37.6","","","","","","",""
"2021.09.08","9575355","73677","5890223","61.5","54596","3552387","37.1","","","","","","",""
"2021.09.07","9575355","111410","5816238","60.7","80167","3497620","36.5","","","","","","",""
"2021.09.06","9575355","145248","5704290","59.6","116052","3417102","35.7","","","","","","",""
"2021.09.05","9575355","1388","5558869","58.1","1580","3300807","34.5","","","","","","",""
"2021.09.04","9575355","22326","5557393","58.0","42787","3299212","34.5","","","","","","",""
"2021.09.03","9575355","45045","5534916","57.8","113133","3256323","34.1","","","","","","",""
"2021.09.02","9575355","39320","5489715","57.3","88297","3142962","32.8","","","","","","",""
"2021.09.01","9575355","34235","5450266","56.9","94420","3054297","31.9","","","","","","",""
"2021.08.31","9575355","51342","5415837","56.6","95981","2959659","30.9","","","","","","",""
"2021.08.30","9575355","83424","5364255","56.0","107394","2863236","29.9","","","","","","",""
"2021.08.29","9575355","2697","5280462","55.1","2921","2755524","28.8","","","","","","",""
"2021.08.28","9575355","51398","5276953","55.1","50134","2752565","28.7","","","","","","",""
"2021.08.27","9575355","110086","5224286","54.6","101098","2702208","28.2","","","","","","",""
"2021.08.26","9575355","126823","5111802","53.4","71032","2599571","27.1","","","","","","",""
"2021.08.25","9575355","63242","4994132","52.2","82944","2533738","26.5","","","","","","",""
"2021.08.24","9575355","71407","4929671","51.5","107587","2450543","25.6","","","","","","",""
"2021.08.23","9575355","74785","4856923","50.7","130725","2342494","24.5","","","","","","",""
"2021.08.22","9795426","7449","4780478","48.8","561","2210777","22.6","","","","","","",""
"2021.08.21","9575355","65430","4771762","49.8","26500","2210176","23.1","","","","","","",""
"2021.08.20","9575355","116425","4704843","49.1","66759","2183532","22.8","","","","","","",""
"2021.08.19","9575355","85052","4587049","47.9","57683","2116503","22.1","","","","","","",""
"2021.08.18","5762857","93303","4500520","78.1","62833","2058630","35.7","","","","","","",""
"2021.08.17","5503804","128626","4405330","80.0","94563","1995627","36.3","","","","","","",""
"2021.08.16","4915812","123845","4273365","86.9","51259","1900836","38.7","","","","","","",""
"2021.08.15","4802523","3875","4149042","86.4","1162","1849485","38.5","","","","","","",""
"2021.08.14","4802523","29755","4145096","86.3","39280","1848314","38.5","","","","","","",""
"2021.08.13","4788775","43931","4115097","85.9","121688","1808837","37.8","","","","","","",""
"2021.08.12","4737032","28270","4070622","85.9","135399","1686971","35.6","","","","","","",""
"2021.08.11","4774960","31041","4041944","84.6","35492","1551492","32.5","","","","","","",""
"2021.08.10","4419973","48625","4010500","90.7","34387","1515914","34.3","","","","","","",""
"2021.08.09","4419959","70831","3961449","89.6","35253","1481476","33.5","","","","","","",""
"2021.08.08","4364248","6105","3890343","89.1","106","1446195","33.1","","","","","","",""
"2021.08.07","4356536","23333","3884200","89.2","8911","1446093","33.2","","","","","","",""
"2021.08.06","4341693","41614","3860574","88.9","30152","1437142","33.1","","","","","","",""
"2021.08.05","4321444","31027","3818469","88.4","25819","1406907","32.6","","","","","","",""
"2021.08.04","4324428","26082","3787227","87.6","23102","1381042","31.9","","","","","","",""
"2021.08.03","4308530","35750","3760901","87.3","20557","1357865","31.5","","","","","","",""
"2021.08.02","4308673","77877","3724642","86.4","7123","1337105","31.0","","","","","","",""
"2021.08.01","3810055","5674","3646552","95.7","68","1329967","34.9","","","","","","",""
"2021.07.31","4170013","39795","3640808","87.3","4188","1329899","31.9","","","","","","",""
"2021.07.30","4164203","80425","3600688","86.4","13659","1325451","31.8","","","","","","",""
"2021.07.29","4164261","60488","3519568","84.5","7742","1310875","31.5","","","","","","",""
"2021.07.28","4137685","84052","3458804","83.6","8120","1302735","31.5","","","","","","",""
"2021.07.27","4150036","74786","3372307","81.2","9381","1293099","31.1","","","","","","",""
"2021.07.26","4058839","125490","3297521","81.2","14681","1283718","31.6","","","","","","",""
"2021.07.25","4065645","85","3168908","77.9","19","1268914","31.2","","","","","","",""
"2021.07.24","4065545","6610","3168820","77.9","2639","1268896","31.2","","","","","","",""
"2021.07.23","4065798","27951","3162205","77.8","10128","1266249","31.1","","","","","","",""
"2021.07.22","4046086","31573","3134191","77.5","8022","1254560","31","","","","","","",""
"2021.07.21","3943320","31192","3102494","78.7","6008","1245273","31.6","","","","","","",""
"2021.07.20","3939275","31212","3071180","78.0","8800","1237904","31.4","","","","","","",""
"2021.07.19","3939611","31651","3039867","77.2","9668","1226600","31.1","","","","","","",""
"2021.07.18","3939611","118","3008122","75.2","151","1216767","29.8","","","","","","",""
"2021.07.17","3955276","8953","3000991","76.1","7397","1216426","30.8","","","","","","",""
"2021.07.16","3950821","26086","2998367","75.8","27192","1203490","30.4","","","","","","",""
"2021.07.15","3950821","25026","2972281","75.2","20650","1176298","29.8","","","","","","",""
"2021.07.14","3911307","23553","2946540","75.3","18514","1152859","29.5","","","","","","",""
"2021.07.13","3726883","20140","2922594","78.4","16581","1130848","30.3","","","","","","",""
"2021.07.12","3514797","6195","2902429","82.6","13308","1110216","31.6","","","","","","",""
"2021.07.11","3528530","66","2896204","82.1","222","1096845","31.1","","","","","","",""
"2021.07.10","3537117","3864","2896137","81.9","8264","1096559","31.0","","","","","","",""
"2021.07.09","3538319","14064","2892191","81.7","20660","1083665","30.6","","","","","","",""
"2021.07.08","3546224","7439","2877851","81.2","13483","1058784","29.9","","","","","","",""
"2021.07.07","3545987","6871","2869885","80.9","11909","1041173","29.4","","","","","","",""
"2021.07.06","3551180","7703","2862693","80.6","12346","1025199","28.9","","","","","","",""
"2021.07.05","3496816","13454","2854873","81.6","9389","1008177","28.8","","","","","","",""
"2021.07.04","3421953","0","2841244","83","0","998134","29.2","","","","","","",""
"2021.07.03","3476510","696","2841238","81.7","4139","997938","28.7","","","","","","",""
"2021.07.02","3476385","1588","2840470","81.7","20529","989375","28.5","","","","","","",""
"2021.07.01","3420685","1642","2838855","83.0","18865","964356","28.2","","","","","","",""
"2021.06.30","3475794","3893","2837158","81.6","22749","941358","27.1","","","","","","",""
"2021.06.29","3496257","3321","2833050","81.0","22407","914519","26.2","","","","","","",""
"2021.06.28","3490157","3278","2829341","81.1","21853","887508","25.4","","","","","","",""
"2021.06.27","3484201","0","2825862","81.0","0","865395","24.8","","","","","","",""
"2021.06.26","3484201","2216","2825885","81.0","6655","865395","24.8","","","","","","",""
"2021.06.25","3484201","7635","2821282","81.0","22720","858697","24.6","","","","","","",""
"2021.06.24","3418720","6581","2811191","82.2","22040","835878","24.5","","","","","","",""
"2021.06.23","3470953","5777","2802006","80.7","22048","813666","23.4","","","","","","",""
"2021.06.22","3466857","6694","2792660","80.6","21120","791467","22.8","","","","","","",""
"2021.06.21","3510564","4973","2781609","80.4","21087","770137","21.9","","","","","","",""
"2021.06.20","3511095","66","2774797","79.0","65","747880","21.3","","","","","","",""
"2021.06.19","3511144","36213","2774543","79.0","7884","747652","21.3","","","","","","",""
"2021.06.18","3446554","90850","2732982","79.3","27755","739623","21.5","","","","","","",""
"2021.06.17","3430375","78339","2637993","76.9","25631","711572","20.7","","","","","","",""
"2021.06.16","3401641","112311","2554809","75.1","57409","685532","20.2","","","","","","",""
"2021.06.15","3391964","122487","2437954","71.9","37687","627708","18.5","","","","","","",""
"2021.06.14","3371856","145519","2309534","68.5","52848","589320","17.5","","","","","","",""
"2021.06.13","3364373","5702","2163259","64.3","2522","535930","15.9","","","","","","",""
"2021.06.12","3364288","82931","2157602","64.1","28724","533379","15.9","","","","","","",""
"2021.06.11","3353331","165265","2070561","61.7","55544","504526","15.0","","","","","","",""
"2021.06.10","3338670","148732","1900981","56.9","68440","448684","13.4","","","","","","",""
"2021.06.09","3102614","104841","1746392","56.2","3076","380200","12.3","","","","","","",""
"2021.06.08","3034302","131465","1636992","53.9","4672","377030","12.4","","","","","","",""
"2021.06.07","3018205","158842","1500832","49.7","5412","372339","12.3","","","","","","",""
"2021.06.06","2286469","463","1341990","58.7","0","366927","16.0","","","","","","",""
"2021.06.05","2282866","31613","1341398","58.8","1135","366926","16.1","","","","","","",""
"2021.06.04","2275616","76685","1309610","57.5","10339","365789","16.1","","","","","","",""
"2021.06.03","2265073","66402","1232478","54.4","8383","355399","15.7","","","","","","",""
"2021.06.02","2249314","73063","1165736","51.8","6277","346936","15.4","","","","","","",""
"2021.06.01","2231513","103600","1092306","48.9","7109","340624","15.3","","","","","","",""
"2021.05.31","2215425","75387","988327","44.6","8127","333469","15.1","","","","","","",""
"2021.05.30","2195709","950","912517","41.6","0","325079","14.8","","","","","","",""
"2021.05.29","2196518","33401","911559","41.5","3580","325079","14.8","","","","","","",""
"2021.05.28","2188641","104641","877710","40.1","17031","321446","14.7","","","","","","",""
"2021.05.27","2175217","122034","772541","35.5","13061","304336","14.0","","","","","","",""
"2021.05.26","1129593","10780","650432","57.6","16175","291118","25.8","","","","","","",""
"2021.05.25","1123393","7748","639483","56.9","21010","274749","24.5","","","","","","",""
"2021.05.24","1124159","7688","631695","56.2","21524","253528","22.6","","","","","","",""
"2021.05.23","1123388","0","623942","55.5","0","231821","20.6","","","","","","",""
"2021.05.22","1122778","2477","623941","55.6","4099","231820","20.6","","","","","","",""
"2021.05.21","1121838","2271","621463","55.4","28449","227493","20.3","","","","","","",""
"2021.05.20","1123023","2205","619017","55.1","22755","198625","17.7","","","","","","",""
"2021.05.19","1121981","14","616705","55.0","3724","175445","15.6","","","","","","",""
"2021.05.18","1120058","2983","616699","55.1","16649","171720","15.3","","","","","","",""
"2021.05.17","1122759","3197","613630","54.7","13074","154898","13.8","","","","","","",""
"2021.05.16","1119118","0","610403","54.5","0","141769","12.7","","","","","","",""
"2021.05.15","1118166","956","610338","54.6","3796","141769","12.7","","","","","","",""
"2021.05.14","1118491","3827","609382","54.1","12751","137973","11.2","","","","","","",""
"2021.05.13","1113909","3391","604185","54.2","12435","125220","11.2","","","","","","",""
"2021.05.12","1116796","2282","600548","53.8","13971","112781","10.1","","","","","","",""
"2021.05.11","1114297","2796","598266","53.7","13030","98810","8.9","","","","","","",""
"2021.05.10","1113580","3131","594975","53.4","12457","85775","7.7","","","","","","",""
"2021.05.09","1113434","0","591040","53.1","0","73295","6.6","","","","","","",""
"2021.05.08","1112095","2801","589744","53.0","1789","73003","6.6","","","","","","",""
"2021.05.07","1119900","17490","592073","52.9","11219","70926","6.3","","","","","","",""
"2021.05.06","1108162","11021","574583","51.9","11715","59707","5.4","","","","","","",""
"2021.05.05","1106344","1788","563044","50.9","1650","47940","4.3","","","","","","",""
"2021.05.04","1104738","18942","559605","50.6","4665","46290","4.1","","","","","","",""
"2021.05.03","1102593","19795","540404","49.0","5033","41624","3.8","","","","","","",""
"2021.05.02","1101302","82","520200","47.2","0","36591","3.3","","","","","","",""
"2021.05.01","1100067","8683","519845","47.2","691","36591","3.3","","","","","","",""
"2021.04.30","1096899","38789","511162","46.6","4280","35900","3.3","","","","","","",""
"2021.04.29","1084245","33484","472376","43.6","3921","31620","2.9","","","","","","",""
"2021.04.28","1088155","31795","438269","40.2","2062","27699","2.5","","","","","","",""
"2021.04.27","1080433","23973","403093","37.3","3721","25631","2.4","","","","","","",""
"2021.04.26","1079832","23323","379120","35.1","3411","21910","2","","","","","","",""
"2021.04.25","1023346","204","350631","34.2","0","18513","1.8","","","","","","",""
"2021.04.24","1023346","4663","350427","34.2","137","18513","1.8","","","","","","",""
"2021.04.23","1027740","28378","345764","33.6","2475","18376","1.8","","","","","","",""
"2021.04.22","1023538","22831","317386","31.0","2358","15901","1.6","","","","","","",""
"2021.04.21","1019322","20830","291857","28.6","25","13543","1.3","","","","","","",""